id,date,store_nbr,family,sales,onpromotion
2838963,2017-05-17,16,CELEBRATION,5.0,0
2838964,2017-05-17,16,CLEANING,4935.0,27
2838965,2017-05-17,16,DAIRY,233.0,78
2838966,2017-05-17,16,DELI,176.0,6
2838967,2017-05-17,16,EGGS,84.0,0
2838968,2017-05-17,16,FROZEN FOODS,32.79,2
2838969,2017-05-17,16,GROCERY I,1698.0,48
2838970,2017-05-17,16,GROCERY II,8.0,0
2838971,2017-05-17,16,HARDWARE,0.0,0
2838972,2017-05-17,16,HOME AND KITCHEN I,21.0,2
2838973,2017-05-17,16,HOME AND KITCHEN II,8.0,1
2838974,2017-05-17,16,HOME APPLIANCES,0.0,0
2838975,2017-05-17,16,HOME CARE,142.0,11
2838976,2017-05-17,16,LADIESWEAR,0.0,0
2838977,2017-05-17,16,LAWN AND GARDEN,0.0,0
2838978,2017-05-17,16,LINGERIE,0.0,0
2838979,2017-05-17,16,"LIQUOR,WINE,BEER",10.0,1
2838980,2017-05-17,16,MAGAZINES,0.0,0
2838981,2017-05-17,16,MEATS,67.353,0
2838982,2017-05-17,16,PERSONAL CARE,125.0,13
2838983,2017-05-17,16,PET SUPPLIES,0.0,0
2838984,2017-05-17,16,PLAYERS AND ELECTRONICS,1.0,0
2838985,2017-05-17,16,POULTRY,67.569,0
2838986,2017-05-17,16,PREPARED FOODS,28.0,0
2838987,2017-05-17,16,PRODUCE,521.422,2
2838988,2017-05-17,16,SCHOOL AND OFFICE SUPPLIES,9.0,4
2838989,2017-05-17,16,SEAFOOD,1.0,0
2838990,2017-05-17,17,AUTOMOTIVE,12.0,0
2838991,2017-05-17,17,BABY CARE,4.0,0
2838992,2017-05-17,17,BEAUTY,3.0,2
2838993,2017-05-17,17,BEVERAGES,2762.0,24
2838994,2017-05-17,17,BOOKS,0.0,0
2838995,2017-05-17,17,BREAD/BAKERY,297.0,2
2838996,2017-05-17,17,CELEBRATION,7.0,0
2838997,2017-05-17,17,CLEANING,996.0,35
2838998,2017-05-17,17,DAIRY,1110.0,130
2838999,2017-05-17,17,DELI,406.0,8
2839000,2017-05-17,17,EGGS,125.0,1
2839001,2017-05-17,17,FROZEN FOODS,88.0,5
2839002,2017-05-17,17,GROCERY I,4211.0,59
2839003,2017-05-17,17,GROCERY II,7.0,0
2839004,2017-05-17,17,HARDWARE,0.0,0
2839005,2017-05-17,17,HOME AND KITCHEN I,16.0,0
2839006,2017-05-17,17,HOME AND KITCHEN II,19.0,1
2839007,2017-05-17,17,HOME APPLIANCES,0.0,0
2839008,2017-05-17,17,HOME CARE,265.0,14
2839009,2017-05-17,17,LADIESWEAR,1.0,0
2839010,2017-05-17,17,LAWN AND GARDEN,0.0,0
2839011,2017-05-17,17,LINGERIE,4.0,0
2839012,2017-05-17,17,"LIQUOR,WINE,BEER",22.0,2
2839013,2017-05-17,17,MAGAZINES,2.0,0
2839014,2017-05-17,17,MEATS,259.502,1
2839015,2017-05-17,17,PERSONAL CARE,242.0,19
2839016,2017-05-17,17,PET SUPPLIES,2.0,0
2839017,2017-05-17,17,PLAYERS AND ELECTRONICS,13.0,0
2839018,2017-05-17,17,POULTRY,277.888,0
2839019,2017-05-17,17,PREPARED FOODS,61.0,0
2839020,2017-05-17,17,PRODUCE,1065.057,4
2839021,2017-05-17,17,SCHOOL AND OFFICE SUPPLIES,0.0,0
2839022,2017-05-17,17,SEAFOOD,15.0,0
2839023,2017-05-17,18,AUTOMOTIVE,2.0,0
2839024,2017-05-17,18,BABY CARE,0.0,0
2839025,2017-05-17,18,BEAUTY,4.0,2
2839026,2017-05-17,18,BEVERAGES,2034.0,28
2839027,2017-05-17,18,BOOKS,0.0,0
2839028,2017-05-17,18,BREAD/BAKERY,618.0,3
2839029,2017-05-17,18,CELEBRATION,7.0,0
2839030,2017-05-17,18,CLEANING,553.0,41
2839031,2017-05-17,18,DAIRY,729.0,159
2839032,2017-05-17,18,DELI,183.972,8
2839033,2017-05-17,18,EGGS,148.0,0
2839034,2017-05-17,18,FROZEN FOODS,48.0,2
2839035,2017-05-17,18,GROCERY I,2466.953,70
2839036,2017-05-17,18,GROCERY II,5.0,0
2839037,2017-05-17,18,HARDWARE,1.0,0
2839038,2017-05-17,18,HOME AND KITCHEN I,39.0,3
2839039,2017-05-17,18,HOME AND KITCHEN II,19.0,3
2839040,2017-05-17,18,HOME APPLIANCES,2.0,0
2839041,2017-05-17,18,HOME CARE,178.0,17
2839042,2017-05-17,18,LADIESWEAR,8.0,0
2839043,2017-05-17,18,LAWN AND GARDEN,9.0,0
2839044,2017-05-17,18,LINGERIE,3.0,0
2839045,2017-05-17,18,"LIQUOR,WINE,BEER",140.0,3
2839046,2017-05-17,18,MAGAZINES,0.0,0
2839047,2017-05-17,18,MEATS,64.608,0
2839048,2017-05-17,18,PERSONAL CARE,161.0,19
2839049,2017-05-17,18,PET SUPPLIES,3.0,0
2839050,2017-05-17,18,PLAYERS AND ELECTRONICS,5.0,0
2839051,2017-05-17,18,POULTRY,152.074,0
2839052,2017-05-17,18,PREPARED FOODS,71.811,0
2839053,2017-05-17,18,PRODUCE,1419.17,7
2839054,2017-05-17,18,SCHOOL AND OFFICE SUPPLIES,5.0,2
2839055,2017-05-17,18,SEAFOOD,12.354,1
2839056,2017-05-17,19,AUTOMOTIVE,2.0,0
2839057,2017-05-17,19,BABY CARE,0.0,0
2839058,2017-05-17,19,BEAUTY,4.0,2
2839059,2017-05-17,19,BEVERAGES,1925.0,23
2839060,2017-05-17,19,BOOKS,0.0,0
2839061,2017-05-17,19,BREAD/BAKERY,159.0,2
2839062,2017-05-17,19,CELEBRATION,6.0,0
2839063,2017-05-17,19,CLEANING,790.0,29
2839064,2017-05-17,19,DAIRY,327.0,89
2839065,2017-05-17,19,DELI,251.0,3
2839066,2017-05-17,19,EGGS,48.0,0
2839067,2017-05-17,19,FROZEN FOODS,57.0,2
2839068,2017-05-17,19,GROCERY I,3008.0,52
2839069,2017-05-17,19,GROCERY II,10.0,0
2839070,2017-05-17,19,HARDWARE,1.0,0
2839071,2017-05-17,19,HOME AND KITCHEN I,26.0,2
2839072,2017-05-17,19,HOME AND KITCHEN II,16.0,2
2839073,2017-05-17,19,HOME APPLIANCES,0.0,0
2839074,2017-05-17,19,HOME CARE,160.0,14
2839075,2017-05-17,19,LADIESWEAR,3.0,0
2839076,2017-05-17,19,LAWN AND GARDEN,0.0,0
2839077,2017-05-17,19,LINGERIE,6.0,0
2839078,2017-05-17,19,"LIQUOR,WINE,BEER",14.0,2
2839079,2017-05-17,19,MAGAZINES,2.0,0
2839080,2017-05-17,19,MEATS,116.289,0
2839081,2017-05-17,19,PERSONAL CARE,132.0,11
2839082,2017-05-17,19,PET SUPPLIES,1.0,0
2839083,2017-05-17,19,PLAYERS AND ELECTRONICS,5.0,0
2839084,2017-05-17,19,POULTRY,61.487,0
2839085,2017-05-17,19,PREPARED FOODS,41.0,0
2839086,2017-05-17,19,PRODUCE,316.574,4
2839087,2017-05-17,19,SCHOOL AND OFFICE SUPPLIES,0.0,0
2839088,2017-05-17,19,SEAFOOD,8.0,0
2839089,2017-05-17,2,AUTOMOTIVE,1.0,0
2839090,2017-05-17,2,BABY CARE,0.0,0
2839091,2017-05-17,2,BEAUTY,8.0,1
2839092,2017-05-17,2,BEVERAGES,3117.0,30
2839093,2017-05-17,2,BOOKS,0.0,0
2839094,2017-05-17,2,BREAD/BAKERY,666.0,6
2839095,2017-05-17,2,CELEBRATION,6.0,0
2839096,2017-05-17,2,CLEANING,1088.0,27
2839097,2017-05-17,2,DAIRY,947.0,27
2839098,2017-05-17,2,DELI,294.918,7
2839099,2017-05-17,2,EGGS,186.0,2
2839100,2017-05-17,2,FROZEN FOODS,133.594,3
2839101,2017-05-17,2,GROCERY I,4376.0,48
2839102,2017-05-17,2,GROCERY II,30.0,0
2839103,2017-05-17,2,HARDWARE,0.0,0
2839104,2017-05-17,2,HOME AND KITCHEN I,7.0,0
2839105,2017-05-17,2,HOME AND KITCHEN II,21.0,3
2839106,2017-05-17,2,HOME APPLIANCES,0.0,0
2839107,2017-05-17,2,HOME CARE,282.0,11
2839108,2017-05-17,2,LADIESWEAR,22.0,0
2839109,2017-05-17,2,LAWN AND GARDEN,17.0,6
2839110,2017-05-17,2,LINGERIE,10.0,0
2839111,2017-05-17,2,"LIQUOR,WINE,BEER",38.0,3
2839112,2017-05-17,2,MAGAZINES,4.0,0
2839113,2017-05-17,2,MEATS,653.443,0
2839114,2017-05-17,2,PERSONAL CARE,266.0,11
2839115,2017-05-17,2,PET SUPPLIES,7.0,0
2839116,2017-05-17,2,PLAYERS AND ELECTRONICS,15.0,0
2839117,2017-05-17,2,POULTRY,476.842,0
2839118,2017-05-17,2,PREPARED FOODS,114.18,1
2839119,2017-05-17,2,PRODUCE,3570.443,209
2839120,2017-05-17,2,SCHOOL AND OFFICE SUPPLIES,2.0,0
2839121,2017-05-17,2,SEAFOOD,37.498,0
2839122,2017-05-17,20,AUTOMOTIVE,5.0,0
2839123,2017-05-17,20,BABY CARE,0.0,0
2839124,2017-05-17,20,BEAUTY,4.0,2
2839125,2017-05-17,20,BEVERAGES,2646.0,35
2839126,2017-05-17,20,BOOKS,0.0,0
2839127,2017-05-17,20,BREAD/BAKERY,349.0,4
2839128,2017-05-17,20,CELEBRATION,6.0,0
2839129,2017-05-17,20,CLEANING,2340.0,38
2839130,2017-05-17,20,DAIRY,773.0,144
2839131,2017-05-17,20,DELI,470.933,11
2839132,2017-05-17,20,EGGS,63.0,1
2839133,2017-05-17,20,FROZEN FOODS,39.152,3
2839134,2017-05-17,20,GROCERY I,4768.469,85
2839135,2017-05-17,20,GROCERY II,23.0,0
2839136,2017-05-17,20,HARDWARE,0.0,0
2839137,2017-05-17,20,HOME AND KITCHEN I,20.0,2
2839138,2017-05-17,20,HOME AND KITCHEN II,23.0,1
2839139,2017-05-17,20,HOME APPLIANCES,1.0,0
2839140,2017-05-17,20,HOME CARE,249.0,14
2839141,2017-05-17,20,LADIESWEAR,8.0,0
2839142,2017-05-17,20,LAWN AND GARDEN,7.0,0
2839143,2017-05-17,20,LINGERIE,4.0,0
2839144,2017-05-17,20,"LIQUOR,WINE,BEER",34.0,2
2839145,2017-05-17,20,MAGAZINES,0.0,0
2839146,2017-05-17,20,MEATS,244.398,0
2839147,2017-05-17,20,PERSONAL CARE,236.0,17
2839148,2017-05-17,20,PET SUPPLIES,4.0,0
2839149,2017-05-17,20,PLAYERS AND ELECTRONICS,5.0,0
2839150,2017-05-17,20,POULTRY,216.386,0
2839151,2017-05-17,20,PREPARED FOODS,43.127,0
2839152,2017-05-17,20,PRODUCE,732.474,6
2839153,2017-05-17,20,SCHOOL AND OFFICE SUPPLIES,6.0,2
2839154,2017-05-17,20,SEAFOOD,15.645,1
2839155,2017-05-17,21,AUTOMOTIVE,10.0,0
2839156,2017-05-17,21,BABY CARE,0.0,0
2839157,2017-05-17,21,BEAUTY,3.0,2
2839158,2017-05-17,21,BEVERAGES,2141.0,22
2839159,2017-05-17,21,BOOKS,0.0,0
2839160,2017-05-17,21,BREAD/BAKERY,385.0,3
2839161,2017-05-17,21,CELEBRATION,6.0,0
2839162,2017-05-17,21,CLEANING,6670.0,41
2839163,2017-05-17,21,DAIRY,585.0,133
2839164,2017-05-17,21,DELI,287.034,9
2839165,2017-05-17,21,EGGS,107.0,1
2839166,2017-05-17,21,FROZEN FOODS,56.0,3
2839167,2017-05-17,21,GROCERY I,3222.188,62
2839168,2017-05-17,21,GROCERY II,20.0,0
2839169,2017-05-17,21,HARDWARE,1.0,0
2839170,2017-05-17,21,HOME AND KITCHEN I,29.0,6
2839171,2017-05-17,21,HOME AND KITCHEN II,26.0,2
2839172,2017-05-17,21,HOME APPLIANCES,1.0,0
2839173,2017-05-17,21,HOME CARE,165.0,16
2839174,2017-05-17,21,LADIESWEAR,1.0,0
2839175,2017-05-17,21,LAWN AND GARDEN,1.0,0
2839176,2017-05-17,21,LINGERIE,8.0,0
2839177,2017-05-17,21,"LIQUOR,WINE,BEER",115.0,3
2839178,2017-05-17,21,MAGAZINES,0.0,0
2839179,2017-05-17,21,MEATS,103.123,0
2839180,2017-05-17,21,PERSONAL CARE,237.0,13
2839181,2017-05-17,21,PET SUPPLIES,3.0,0
2839182,2017-05-17,21,PLAYERS AND ELECTRONICS,3.0,0
2839183,2017-05-17,21,POULTRY,139.663,0
2839184,2017-05-17,21,PREPARED FOODS,140.471,0
2839185,2017-05-17,21,PRODUCE,1223.149,6
2839186,2017-05-17,21,SCHOOL AND OFFICE SUPPLIES,1.0,1
2839187,2017-05-17,21,SEAFOOD,3.0,0
2839188,2017-05-17,22,AUTOMOTIVE,2.0,0
2839189,2017-05-17,22,BABY CARE,0.0,0
2839190,2017-05-17,22,BEAUTY,5.0,4
2839191,2017-05-17,22,BEVERAGES,1283.0,20
2839192,2017-05-17,22,BOOKS,0.0,0
2839193,2017-05-17,22,BREAD/BAKERY,107.0,2
2839194,2017-05-17,22,CELEBRATION,1.0,0
2839195,2017-05-17,22,CLEANING,520.0,32
2839196,2017-05-17,22,DAIRY,398.0,111
2839197,2017-05-17,22,DELI,139.0,6
2839198,2017-05-17,22,EGGS,28.0,0
2839199,2017-05-17,22,FROZEN FOODS,39.0,2
2839200,2017-05-17,22,GROCERY I,2143.0,55
2839201,2017-05-17,22,GROCERY II,19.0,0
2839202,2017-05-17,22,HARDWARE,0.0,0
2839203,2017-05-17,22,HOME AND KITCHEN I,23.0,1
2839204,2017-05-17,22,HOME AND KITCHEN II,25.0,3
2839205,2017-05-17,22,HOME APPLIANCES,1.0,0
2839206,2017-05-17,22,HOME CARE,119.0,15
2839207,2017-05-17,22,LADIESWEAR,3.0,0
2839208,2017-05-17,22,LAWN AND GARDEN,0.0,0
2839209,2017-05-17,22,LINGERIE,1.0,0
2839210,2017-05-17,22,"LIQUOR,WINE,BEER",14.0,1
2839211,2017-05-17,22,MAGAZINES,0.0,0
2839212,2017-05-17,22,MEATS,120.523994,0
2839213,2017-05-17,22,PERSONAL CARE,143.0,15
2839214,2017-05-17,22,PET SUPPLIES,1.0,0
2839215,2017-05-17,22,PLAYERS AND ELECTRONICS,5.0,0
2839216,2017-05-17,22,POULTRY,112.054,1
2839217,2017-05-17,22,PREPARED FOODS,54.0,0
2839218,2017-05-17,22,PRODUCE,343.383,4
2839219,2017-05-17,22,SCHOOL AND OFFICE SUPPLIES,1.0,1
2839220,2017-05-17,22,SEAFOOD,4.0,0
